epoch,quote,digit,sigma,sigma_bin
1781638649,210.3,0,3.7679,38
1781638650,210.22,2,3.7723,38
1781638651,210.24,4,3.7723,38
1781638652,210.2,0,3.7716,38
1781638653,210.17,7,3.7720,38
1781638654,210.16,6,3.7720,38
1781638655,210.21,1,3.7738,38
1781638656,210.18,8,3.7742,38
1781638657,210.14,4,3.7754,38
1781638658,210.2,0,3.7762,38
1781638659,210.16,6,3.7773,38
1781638660,210.16,6,3.7766,38
1781638661,210.15,5,3.7749,38
1781638662,210.18,8,3.7755,38
1781638663,210.16,6,3.7758,38
1781638664,210.13,3,3.7738,38
1781638665,210.11,1,3.7740,38
1781638666,210.09,9,3.7724,38
1781638667,210.12,2,3.7728,38
1781638668,210.17,7,3.7735,38
1781638669,210.16,6,3.7699,38
1781638670,210.15,5,3.7653,38
1781638671,210.21,1,3.7679,38
1781638672,210.18,8,3.7650,38
1781638673,210.16,6,3.7641,38
1781638674,210.13,3,3.7636,38
1781638675,210.22,2,3.7689,38
1781638676,210.29,9,3.7719,38
1781638677,210.28,8,3.7708,38
1781638678,210.34,4,3.7698,38
1781638679,210.34,4,3.7686,38
1781638680,210.34,4,3.7679,38
1781638681,210.39,9,3.7698,38
1781638682,210.43,3,3.7707,38
1781638683,210.43,3,3.7695,38
1781638684,210.39,9,3.7671,38
1781638685,210.42,2,3.7677,38
1781638686,210.45,5,3.7683,38
1781638687,210.4,0,3.7675,38
1781638688,210.38,8,3.7660,38
1781638689,210.35,5,3.7665,38
1781638690,210.41,1,3.7691,38
1781638691,210.41,1,3.7691,38
1781638692,210.35,5,3.7691,38
1781638693,210.39,9,3.7696,38
1781638694,210.41,1,3.7696,38
1781638695,210.38,8,3.7691,38
1781638696,210.38,8,3.7688,38
1781638697,210.41,1,3.7694,38
1781638698,210.4,0,3.7694,38
1781638699,210.38,8,3.7696,38
1781638700,210.42,2,3.7696,38
1781638701,210.4,0,3.7693,38
1781638702,210.4,0,3.7690,38
1781638703,210.32,2,3.7737,38
1781638704,210.24,4,3.7778,38
1781638705,210.24,4,3.7777,38
1781638706,210.32,2,3.7812,38
1781638707,210.36,6,3.7817,38
1781638708,210.4,0,3.7817,38
1781638709,210.39,9,3.7817,38
1781638710,210.46,6,3.7853,38
1781638711,210.46,6,3.7846,38
1781638712,210.5,0,3.7855,38
1781638713,210.52,2,3.7811,38
1781638714,210.54,4,3.7802,38
1781638715,210.5,0,3.7813,38
1781638716,210.56,6,3.7833,38
1781638717,210.55,5,3.7760,38
1781638718,210.5,0,3.7766,38
1781638719,210.54,4,3.7772,38
1781638720,210.57,7,3.7775,38
1781638721,210.59,9,3.7775,38
1781638722,210.56,6,3.7782,38
1781638723,210.56,6,3.7775,38
1781638724,210.55,5,3.7729,38
1781638725,210.49,9,3.7737,38
1781638726,210.39,9,3.7808,38
1781638727,210.35,5,3.7819,38
1781638728,210.29,9,3.7828,38
1781638729,210.34,4,3.7810,38
1781638730,210.29,9,3.7792,38
1781638731,210.28,8,3.7775,38
1781638732,210.33,3,3.7786,38
1781638733,210.41,1,3.7833,38
1781638734,210.41,1,3.7786,38
1781638735,210.46,6,3.7801,38
1781638736,210.44,4,3.7803,38
1781638737,210.48,8,3.7814,38
1781638738,210.47,7,3.7814,38
1781638739,210.49,9,3.7817,38
1781638740,210.48,8,3.7791,38
1781638741,210.52,2,3.7796,38
1781638742,210.59,9,3.7829,38
1781638743,210.61,1,3.7825,38
1781638744,210.58,8,3.7814,38
1781638745,210.64,4,3.7828,38
1781638746,210.66,6,3.7830,38
1781638747,210.62,2,3.7824,38
1781638748,210.63,3,3.7822,38
1781638749,210.67,7,3.7833,38
1781638750,210.64,4,3.7839,38
1781638751,210.68,8,3.7839,38
1781638752,210.67,7,3.7780,38
1781638753,210.66,6,3.7754,38
1781638754,210.74,4,3.7765,38
1781638755,210.64,4,3.7792,38
1781638756,210.62,2,3.7794,38
1781638757,210.61,1,3.7783,38
1781638758,210.56,6,3.7783,38
1781638759,210.5,0,3.7803,38
1781638760,210.47,7,3.7807,38
1781638761,210.52,2,3.7825,38
1781638762,210.57,7,3.7843,38
1781638763,210.57,7,3.7843,38
1781638764,210.59,9,3.7845,38
1781638765,210.62,2,3.7833,38
1781638766,210.61,1,3.7808,38
1781638767,210.57,7,3.7817,38
1781638768,210.59,9,3.7813,38
1781638769,210.64,4,3.7830,38
1781638770,210.6,0,3.7842,38
1781638771,210.58,8,3.7844,38
1781638772,210.56,6,3.7820,38
1781638773,210.59,9,3.7820,38
1781638774,210.62,2,3.7808,38
1781638775,210.69,9,3.7844,38
1781638776,210.67,7,3.7840,38
1781638777,210.67,7,3.7839,38
1781638778,210.67,7,3.7803,38
1781638779,210.66,6,3.7797,38
1781638780,210.64,4,3.7800,38
1781638781,210.58,8,3.7825,38
1781638782,210.56,6,3.7822,38
1781638783,210.57,7,3.7816,38
1781638784,210.58,8,3.7790,38
1781638785,210.5,0,3.7836,38
1781638786,210.48,8,3.7750,38
1781638787,210.53,3,3.7766,38
1781638788,210.52,2,3.7740,38
1781638789,210.53,3,3.7722,38
1781638790,210.53,3,3.7719,38
1781638791,210.6,0,3.7752,38
1781638792,210.64,4,3.7752,38
1781638793,210.65,5,3.7752,38
1781638794,210.61,1,3.7752,38
1781638795,210.59,9,3.7729,38
1781638796,210.57,7,3.7725,38
1781638797,210.61,1,3.7730,38
1781638798,210.65,5,3.7736,38
1781638799,210.61,1,3.7744,38
1781638800,210.56,6,3.7762,38
1781638801,210.58,8,3.7758,38
1781638802,210.56,6,3.7743,38
1781638803,210.58,8,3.7710,38
1781638804,210.58,8,3.7703,38
1781638805,210.56,6,3.7688,38
1781638806,210.58,8,3.7679,38
1781638807,210.59,9,3.7653,38
1781638808,210.62,2,3.7653,38
1781638809,210.63,3,3.7627,38
1781638810,210.59,9,3.7638,38
1781638811,210.62,2,3.7638,38
1781638812,210.67,7,3.7654,38
1781638813,210.63,3,3.7647,38
1781638814,210.7,0,3.7680,38
1781638815,210.66,6,3.7689,38
1781638816,210.7,0,3.7700,38
1781638817,210.71,1,3.7701,38
1781638818,210.68,8,3.7681,38
1781638819,210.62,2,3.7705,38
1781638820,210.66,6,3.7710,38
1781638821,210.72,2,3.7718,38
1781638822,210.77,7,3.7733,38
1781638823,210.75,5,3.7724,38
1781638824,210.76,6,3.7725,38
1781638825,210.74,4,3.7725,38
1781638826,210.75,5,3.7714,38
1781638827,210.69,9,3.7738,38
1781638828,210.71,1,3.7734,38
1781638829,210.72,2,3.7732,38
1781638830,210.73,3,3.7721,38
1781638831,210.72,2,3.7719,38
1781638832,210.72,2,3.7719,38
1781638833,210.71,1,3.7719,38
1781638834,210.67,7,3.7724,38
1781638835,210.67,7,3.7724,38
1781638836,210.66,6,3.7718,38
1781638837,210.71,1,3.7733,38
1781638838,210.75,5,3.7745,38
1781638839,210.68,8,3.7763,38
1781638840,210.66,6,3.7754,38
1781638841,210.67,7,3.7754,38
1781638842,210.62,2,3.7772,38
1781638843,210.63,3,3.7772,38
1781638844,210.61,1,3.7756,38
1781638845,210.64,4,3.7756,38
1781638846,210.59,9,3.7772,38
1781638847,210.59,9,3.7712,38
1781638848,210.61,1,3.7641,38
1781638849,210.7,0,3.7700,38
1781638850,210.66,6,3.7711,38
1781638851,210.74,4,3.7699,38
1781638852,210.8,0,3.7722,38
1781638853,210.79,9,3.7722,38
1781638854,210.81,1,3.7724,38
1781638855,210.8,0,3.7713,38
1781638856,210.77,7,3.7720,38
1781638857,210.78,8,3.7714,38
1781638858,210.8,0,3.7716,38
1781638859,210.79,9,3.7710,38
1781638860,210.8,0,3.7685,38
1781638861,210.82,2,3.7687,38
1781638862,210.76,6,3.7710,38
1781638863,210.78,8,3.7695,38
1781638864,210.75,5,3.7702,38
1781638865,210.75,5,3.7699,38
1781638866,210.76,6,3.7688,38
1781638867,210.79,9,3.7694,38
1781638868,210.71,1,3.7740,38
1781638869,210.67,7,3.7733,38
1781638870,210.64,4,3.7737,38
1781638871,210.67,7,3.7732,38
1781638872,210.64,4,3.7738,38
1781638873,210.59,9,3.7744,38
1781638874,210.53,3,3.7770,38
1781638875,210.49,9,3.7764,38
1781638876,210.52,2,3.7769,38
1781638877,210.56,6,3.7778,38
1781638878,210.53,3,3.7778,38
1781638879,210.51,1,3.7763,38
1781638880,210.49,9,3.7763,38
1781638881,210.45,5,3.7756,38
1781638882,210.51,1,3.7776,38
1781638883,210.5,0,3.7770,38
1781638884,210.52,2,3.7747,38
1781638885,210.52,2,3.7728,38
1781638886,210.51,1,3.7728,38
1781638887,210.6,0,3.7785,38
1781638888,210.56,6,3.7794,38
1781638889,210.59,9,3.7800,38
1781638890,210.59,9,3.7797,38
1781638891,210.59,9,3.7770,38
1781638892,210.59,9,3.7758,38
1781638893,210.6,0,3.7758,38
1781638894,210.66,6,3.7785,38
1781638895,210.63,3,3.7792,38
1781638896,210.66,6,3.7795,38
1781638897,210.63,3,3.7801,38
1781638898,210.58,8,3.7819,38
1781638899,210.57,7,3.7784,38
1781638900,210.56,6,3.7778,38
1781638901,210.59,9,3.7778,38
1781638902,210.63,3,3.7772,38
1781638903,210.62,2,3.7772,38
1781638904,210.62,2,3.7772,38
1781638905,210.69,9,3.7801,38
1781638906,210.72,2,3.7781,38
1781638907,210.7,0,3.7772,38
1781638908,210.67,7,3.7767,38
1781638909,210.73,3,3.7787,38
1781638910,210.73,3,3.7769,38
1781638911,210.73,3,3.7766,38
1781638912,210.71,1,3.7762,38
1781638913,210.71,1,3.7761,38
1781638914,210.72,2,3.7744,38
1781638915,210.71,1,3.7744,38
1781638916,210.73,3,3.7746,38
1781638917,210.74,4,3.7720,38
1781638918,210.73,3,3.7720,38
1781638919,210.77,7,3.7729,38
1781638920,210.71,1,3.7749,38
1781638921,210.74,4,3.7744,38
1781638922,210.76,6,3.7744,38
1781638923,210.7,0,3.7723,38
1781638924,210.63,3,3.7747,38
1781638925,210.69,9,3.7767,38
1781638926,210.76,6,3.7803,38
1781638927,210.68,8,3.7823,38
1781638928,210.68,8,3.7820,38
1781638929,210.7,0,3.7820,38
1781638930,210.68,8,3.7822,38
1781638931,210.61,1,3.7858,38
1781638932,210.64,4,3.7847,38
1781638933,210.68,8,3.7858,38
1781638934,210.72,2,3.7869,38
1781638935,210.74,4,3.7854,38
1781638936,210.72,2,3.7850,38
1781638937,210.7,0,3.7847,38
1781638938,210.69,9,3.7847,38
1781638939,210.69,9,3.7820,38
1781638940,210.71,1,3.7811,38
1781638941,210.7,0,3.7811,38
1781638942,210.72,2,3.7767,38
1781638943,210.72,2,3.7761,38
1781638944,210.69,9,3.7761,38
1781638945,210.7,0,3.7743,38
1781638946,210.72,2,3.7743,38
1781638947,210.69,9,3.7713,38
1781638948,210.71,1,3.7698,38
1781638949,210.69,9,3.7682,38
1781638950,210.73,3,3.7691,38
1781638951,210.76,6,3.7691,38
1781638952,210.78,8,3.7694,38
1781638953,210.77,7,3.7668,38
1781638954,210.68,8,3.7716,38
1781638955,210.66,6,3.7712,38
1781638956,210.6,0,3.7738,38
1781638957,210.52,2,3.7766,38
1781638958,210.55,5,3.7761,38
1781638959,210.55,5,3.7755,38
1781638960,210.58,8,3.7735,38
1781638961,210.61,1,3.7741,38
1781638962,210.6,0,3.7705,38
1781638963,210.64,4,3.7714,38
1781638964,210.64,4,3.7713,38
1781638965,210.65,5,3.7702,38
1781638966,210.69,9,3.7708,38
1781638967,210.67,7,3.7710,38
1781638968,210.72,2,3.7722,38
1781638969,210.72,2,3.7710,38
1781638970,210.7,0,3.7695,38
1781638971,210.74,4,3.7680,38
1781638972,210.7,0,3.7689,38
1781638973,210.67,7,3.7669,38
1781638974,210.75,5,3.7716,38
1781638975,210.81,1,3.7742,38
1781638976,210.81,1,3.7739,38
1781638977,210.88,8,3.7775,38
1781638978,210.88,8,3.7763,38
1781638979,210.94,4,3.7771,38
1781638980,210.96,6,3.7755,38
1781638981,210.94,4,3.7758,38
1781638982,211.01,1,3.7792,38
1781638983,211.03,3,3.7776,38
1781638984,211.01,1,3.7732,38
1781638985,211.02,2,3.7730,38
1781638986,211.01,1,3.7727,38
1781638987,211.03,3,3.7730,38
1781638988,211,0,3.7724,38
1781638989,210.92,2,3.7736,38
1781638990,210.83,3,3.7759,38
1781638991,210.74,4,3.7818,38
1781638992,210.73,3,3.7807,38
1781638993,210.67,7,3.7827,38
1781638994,210.68,8,3.7825,38
1781638995,210.7,0,3.7828,38
1781638996,210.63,3,3.7837,38
1781638997,210.59,9,3.7848,38
1781638998,210.62,2,3.7854,38
1781638999,210.68,8,3.7880,38
1781639000,210.71,1,3.7884,38
1781639001,210.73,3,3.7880,38
1781639002,210.68,8,3.7899,38
1781639003,210.65,5,3.7905,38
1781639004,210.69,9,3.7910,38
1781639005,210.65,5,3.7922,38
1781639006,210.6,0,3.7922,38
1781639007,210.63,3,3.7922,38
1781639008,210.66,6,3.7928,38
1781639009,210.61,1,3.7928,38
1781639010,210.59,9,3.7930,38
1781639011,210.54,4,3.7946,38
1781639012,210.49,9,3.7964,38
1781639013,210.54,4,3.7971,38
1781639014,210.59,9,3.7977,38
1781639015,210.58,8,3.7978,38
1781639016,210.61,1,3.7982,38
1781639017,210.59,9,3.7978,38
1781639018,210.63,3,3.7866,38
1781639019,210.66,6,3.7866,38
1781639020,210.69,9,3.7854,38
1781639021,210.75,5,3.7874,38
1781639022,210.69,9,3.7889,38
1781639023,210.7,0,3.7886,38
1781639024,210.65,5,3.7904,38
1781639025,210.59,9,3.7927,38
1781639026,210.61,1,3.7919,38
1781639027,210.6,0,3.7916,38
1781639028,210.57,7,3.7920,38
1781639029,210.52,2,3.7938,38
1781639030,210.54,4,3.7934,38
1781639031,210.56,6,3.7930,38
1781639032,210.55,5,3.7928,38
1781639033,210.55,5,3.7927,38
1781639034,210.64,4,3.7960,38
1781639035,210.67,7,3.7955,38
1781639036,210.71,1,3.7941,38
1781639037,210.69,9,3.7932,38
1781639038,210.68,8,3.7926,38
1781639039,210.64,4,3.7931,38
1781639040,210.67,7,3.7938,38
1781639041,210.7,0,3.7908,38
1781639042,210.68,8,3.7905,38
1781639043,210.73,3,3.7916,38
1781639044,210.7,0,3.7922,38
1781639045,210.64,4,3.7913,38
1781639046,210.63,3,3.7911,38
1781639047,210.57,7,3.7936,38
1781639048,210.6,0,3.7943,38
1781639049,210.64,4,3.7954,38
1781639050,210.62,2,3.7957,38
1781639051,210.65,5,3.7963,38
1781639052,210.65,5,3.7951,38
1781639053,210.67,7,3.7935,38
1781639054,210.66,6,3.7930,38
1781639055,210.68,8,3.7932,38
1781639056,210.69,9,3.7914,38
1781639057,210.61,1,3.7960,38
1781639058,210.56,6,3.7972,38
1781639059,210.55,5,3.7972,38
1781639060,210.52,2,3.7960,38
1781639061,210.51,1,3.7958,38
1781639062,210.51,1,3.7957,38
1781639063,210.6,0,3.8005,38
1781639064,210.59,9,3.8005,38
1781639065,210.58,8,3.8005,38
1781639066,210.51,1,3.8040,38
1781639067,210.51,1,3.8037,38
1781639068,210.56,6,3.8053,38
1781639069,210.59,9,3.8056,38
1781639070,210.59,9,3.7983,38
1781639071,210.63,3,3.7995,38
1781639072,210.69,9,3.8018,38
1781639073,210.73,3,3.8027,38
1781639074,210.71,1,3.8012,38
1781639075,210.69,9,3.8012,38
1781639076,210.67,7,3.8008,38
1781639077,210.67,7,3.8007,38
1781639078,210.74,4,3.8043,38
1781639079,210.74,4,3.8025,38
1781639080,210.69,9,3.8040,38
1781639081,210.67,7,3.8036,38
1781639082,210.66,6,3.8026,38
1781639083,210.63,3,3.8020,38
1781639084,210.59,9,3.8031,38
1781639085,210.61,1,3.7998,38
1781639086,210.57,7,3.8004,38
1781639087,210.64,4,3.8039,38
1781639088,210.68,8,3.8024,38
1781639089,210.65,5,3.8028,38
1781639090,210.61,1,3.8039,38
1781639091,210.59,9,3.8039,38
1781639092,210.63,3,3.8044,38
1781639093,210.66,6,3.8050,38
1781639094,210.68,8,3.8046,38
1781639095,210.73,3,3.8038,38
1781639096,210.71,1,3.8034,38
1781639097,210.71,1,3.8034,38
1781639098,210.7,0,3.8034,38
1781639099,210.63,3,3.8063,38
1781639100,210.59,9,3.8072,38
1781639101,210.59,9,3.8012,38
1781639102,210.6,0,3.8012,38
1781639103,210.55,5,3.8030,38
1781639104,210.5,0,3.8048,38
1781639105,210.57,7,3.8084,38
1781639106,210.57,7,3.8083,38
1781639107,210.57,7,3.8083,38
1781639108,210.57,7,3.8083,38
1781639109,210.6,0,3.8089,38
1781639110,210.65,5,3.8107,38
1781639111,210.61,1,3.8100,38
1781639112,210.6,0,3.8089,38
1781639113,210.6,0,3.8077,38
1781639114,210.65,5,3.8093,38
1781639115,210.69,9,3.8078,38
1781639116,210.72,2,3.8058,38
1781639117,210.68,8,3.8064,38
1781639118,210.64,4,3.8072,38
1781639119,210.6,0,3.8077,38
1781639120,210.63,3,3.8066,38
1781639121,210.69,9,3.8092,38
1781639122,210.7,0,3.8081,38
1781639123,210.7,0,3.8080,38
1781639124,210.73,3,3.8061,38
1781639125,210.73,3,3.8060,38
1781639126,210.75,5,3.8060,38
1781639127,210.82,2,3.8093,38
1781639128,210.83,3,3.8058,38
1781639129,210.81,1,3.8049,38
1781639130,210.78,8,3.8055,38
1781639131,210.74,4,3.8020,38
1781639132,210.66,6,3.8040,38
1781639133,210.74,4,3.8087,38
1781639134,210.76,6,3.8083,38
1781639135,210.74,4,3.8080,38
1781639136,210.76,6,3.8071,38
1781639137,210.73,3,3.8074,38
1781639138,210.72,2,3.8049,38
1781639139,210.67,7,3.8031,38
1781639140,210.73,3,3.8058,38
1781639141,210.67,7,3.8081,38
1781639142,210.68,8,3.8081,38
1781639143,210.65,5,3.8076,38
1781639144,210.62,2,3.8083,38
1781639145,210.59,9,3.8077,38
1781639146,210.54,4,3.8084,38
1781639147,210.53,3,3.8084,38
1781639148,210.51,1,3.8061,38
1781639149,210.55,5,3.8072,38
1781639150,210.55,5,3.7966,38
1781639151,210.47,7,3.8012,38
1781639152,210.47,7,3.7994,38
1781639153,210.44,4,3.7998,38
1781639154,210.36,6,3.8038,38
1781639155,210.38,8,3.8034,38
1781639156,210.37,7,3.8034,38
1781639157,210.35,5,3.7990,38
1781639158,210.32,2,3.7997,38
1781639159,210.32,2,3.7994,38
1781639160,210.37,7,3.8006,38
1781639161,210.39,9,3.8006,38
1781639162,210.35,5,3.8017,38
1781639163,210.37,7,3.8017,38
1781639164,210.37,7,3.8010,38
1781639165,210.38,8,3.8010,38
1781639166,210.32,2,3.8036,38
1781639167,210.35,5,3.8031,38
1781639168,210.36,6,3.8031,38
1781639169,210.41,1,3.8043,38
1781639170,210.42,2,3.8008,38
1781639171,210.43,3,3.7997,38
1781639172,210.45,5,3.8000,38
1781639173,210.42,2,3.7988,38
1781639174,210.43,3,3.7988,38
1781639175,210.37,7,3.7988,38
1781639176,210.32,2,3.7995,38
1781639177,210.39,9,3.8019,38
1781639178,210.38,8,3.8019,38
1781639179,210.35,5,3.8019,38
1781639180,210.33,3,3.8015,38
1781639181,210.33,3,3.8012,38
1781639182,210.35,5,3.8012,38
1781639183,210.36,6,3.8006,38
1781639184,210.31,1,3.8025,38
1781639185,210.34,4,3.8028,38
1781639186,210.32,2,3.8031,38
1781639187,210.36,6,3.8042,38
1781639188,210.36,6,3.8041,38
1781639189,210.39,9,3.8045,38
1781639190,210.43,3,3.8038,38
1781639191,210.43,3,3.8038,38
1781639192,210.52,2,3.8085,38
1781639193,210.57,7,3.8101,38
1781639194,210.58,8,3.8101,38
1781639195,210.55,5,3.8034,38
1781639196,210.52,2,3.8041,38
1781639197,210.51,1,3.8035,38
1781639198,210.47,7,3.8044,38
1781639199,210.42,2,3.8044,38
1781639200,210.44,4,3.8020,38
1781639201,210.43,3,3.7974,38
1781639202,210.49,9,3.7974,38
1781639203,210.52,2,3.7969,38
1781639204,210.52,2,3.7969,38
1781639205,210.52,2,3.7933,38
1781639206,210.56,6,3.7933,38
1781639207,210.58,8,3.7877,38
1781639208,210.5,0,3.7921,38
1781639209,210.53,3,3.7901,38
1781639210,210.61,1,3.7936,38
1781639211,210.57,7,3.7947,38
1781639212,210.6,0,3.7935,38
1781639213,210.52,2,3.7982,38
1781639214,210.45,5,3.8000,38
1781639215,210.44,4,3.7974,38
1781639216,210.47,7,3.7981,38
1781639217,210.48,8,3.7946,38
1781639218,210.47,7,3.7940,38
1781639219,210.49,9,3.7931,38
1781639220,210.5,0,3.7913,38
1781639221,210.55,5,3.7931,38
1781639222,210.58,8,3.7919,38
1781639223,210.56,6,3.7922,38
1781639224,210.55,5,3.7922,38
1781639225,210.48,8,3.7952,38
1781639226,210.5,0,3.7943,38
1781639227,210.52,2,3.7934,38
1781639228,210.56,6,3.7946,38
1781639229,210.56,6,3.7919,38
1781639230,210.51,1,3.7938,38
1781639231,210.55,5,3.7949,38
1781639232,210.51,1,3.7961,38
1781639233,210.49,9,3.7961,38
1781639234,210.54,4,3.7976,38
1781639235,210.55,5,3.7974,38
1781639236,210.54,4,3.7975,38
1781639237,210.49,9,3.7990,38
1781639238,210.45,5,3.8001,38
1781639239,210.45,5,3.8001,38
1781639240,210.46,6,3.7999,38
1781639241,210.45,5,3.7997,38
1781639242,210.47,7,3.7993,38
1781639243,210.52,2,3.8000,38
1781639244,210.48,8,3.7993,38
1781639245,210.44,4,3.7958,38
1781639246,210.43,3,3.7958,38
1781639247,210.42,2,3.7947,38
1781639248,210.4,0,3.7949,38
1781639249,210.46,6,3.7975,38
1781639250,210.52,2,3.7998,38
1781639251,210.54,4,3.8001,38
1781639252,210.53,3,3.7984,38
1781639253,210.53,3,3.7981,38
1781639254,210.59,9,3.7996,38
1781639255,210.57,7,3.7998,38
1781639256,210.51,1,3.8013,38
1781639257,210.54,4,3.8019,38
1781639258,210.57,7,3.7966,38
1781639259,210.58,8,3.7966,38
1781639260,210.55,5,3.7970,38
1781639261,210.5,0,3.7985,38
1781639262,210.48,8,3.7985,38
1781639263,210.53,3,3.8001,38
1781639264,210.54,4,3.8001,38
1781639265,210.5,0,3.8010,38
1781639266,210.53,3,3.8014,38
1781639267,210.57,7,3.8025,38
1781639268,210.5,0,3.8049,38
1781639269,210.51,1,3.8050,38
1781639270,210.51,1,3.8049,38
1781639271,210.43,3,3.8069,38
1781639272,210.36,6,3.8099,38
1781639273,210.34,4,3.8083,38
1781639274,210.34,4,3.8077,38
1781639275,210.32,2,3.8073,38
1781639276,210.31,1,3.8074,38
1781639277,210.27,7,3.8085,38
1781639278,210.24,4,3.8091,38
1781639279,210.2,0,3.8100,38
1781639280,210.14,4,3.8115,38
1781639281,210.2,0,3.8115,38
1781639282,210.12,2,3.8158,38
1781639283,210.12,2,3.8152,38
1781639284,210.12,2,3.8149,38
1781639285,210.1,0,3.8140,38
1781639286,210.12,2,3.8137,38
1781639287,210.08,8,3.8137,38
1781639288,210.15,5,3.8171,38
1781639289,210.12,2,3.8166,38
1781639290,210.15,5,3.8173,38
1781639291,210.11,1,3.8184,38
1781639292,210.12,2,3.8158,38
1781639293,210.16,6,3.8152,38
1781639294,210.15,5,3.8134,38
1781639295,210.12,2,3.8105,38
1781639296,210.15,5,3.8111,38
1781639297,210.11,1,3.8120,38
1781639298,210.12,2,3.8114,38
1781639299,210.14,4,3.8114,38
1781639300,210.1,0,3.8114,38
1781639301,210.11,1,3.8114,38
1781639302,210.08,8,3.8102,38
1781639303,210.06,6,3.8087,38
1781639304,210.01,1,3.8099,38
1781639305,209.92,2,3.8158,38
1781639306,209.89,9,3.8105,38
1781639307,209.85,5,3.8110,38
1781639308,209.88,8,3.8044,38
1781639309,209.87,7,3.8042,38
1781639310,209.95,5,3.8062,38
1781639311,209.93,3,3.8058,38
1781639312,209.97,7,3.8058,38
1781639313,209.96,6,3.8056,38
1781639314,209.98,8,3.8053,38
1781639315,209.99,9,3.8042,38
1781639316,209.98,8,3.8024,38
1781639317,209.98,8,3.8021,38
1781639318,210.01,1,3.8009,38
1781639319,210,0,3.8009,38
1781639320,210.02,2,3.7994,38
1781639321,210.02,2,3.7982,38
1781639322,210.06,6,3.7994,38
1781639323,209.97,7,3.8050,38
1781639324,209.99,9,3.8017,38
1781639325,210.07,7,3.8064,38
1781639326,210.12,2,3.8079,38
1781639327,210.07,7,3.8061,38
1781639328,210.13,3,3.8069,38
1781639329,210.09,9,3.8055,38
1781639330,210.08,8,3.8055,38
1781639331,210.14,4,3.8055,38
1781639332,210.17,7,3.8061,38
1781639333,210.13,3,3.8070,38
1781639334,210.18,8,3.8053,38
1781639335,210.18,8,3.8046,38
1781639336,210.2,0,3.8042,38
1781639337,210.19,9,3.8017,38
1781639338,210.21,1,3.7973,38
1781639339,210.22,2,3.7973,38
1781639340,210.26,6,3.7958,38
1781639341,210.27,7,3.7956,38
1781639342,210.25,5,3.7959,38
1781639343,210.23,3,3.7955,38
1781639344,210.19,9,3.7960,38
1781639345,210.13,3,3.7984,38
1781639346,210.22,2,3.8017,38
1781639347,210.23,3,3.7991,38
1781639348,210.22,2,3.7974,38
1781639349,210.17,7,3.7956,38
1781639350,210.15,5,3.7956,38
1781639351,210.08,8,3.7974,38
1781639352,210.06,6,3.7974,38
1781639353,210.08,8,3.7958,38
1781639354,210.1,0,3.7958,38
1781639355,210.13,3,3.7965,38
1781639356,210.12,2,3.7939,38
1781639357,210.09,9,3.7945,38
1781639358,210.04,4,3.7952,38
1781639359,210.05,5,3.7949,38
1781639360,210.03,3,3.7949,38
1781639361,210.03,3,3.7943,38
1781639362,210.08,8,3.7914,38
1781639363,210.07,7,3.7908,38
1781639364,210.05,5,3.7864,38
1781639365,210.02,2,3.7864,38
1781639366,210.02,2,3.7853,38
1781639367,210.07,7,3.7870,38
1781639368,210.05,5,3.7855,38
1781639369,210.07,7,3.7851,38
1781639370,210.06,6,3.7849,38
1781639371,210.09,9,3.7855,38
1781639372,210.09,9,3.7854,38
1781639373,210.12,2,3.7849,38
1781639374,210.1,0,3.7840,38
1781639375,210.09,9,3.7841,38
1781639376,210.04,4,3.7812,38
1781639377,210.03,3,3.7810,38
1781639378,210.02,2,3.7810,38
1781639379,210.03,3,3.7811,38
1781639380,210.08,8,3.7828,38
1781639381,210.14,4,3.7848,38
1781639382,210.22,2,3.7889,38
1781639383,210.28,8,3.7908,38
1781639384,210.28,8,3.7908,38
1781639385,210.28,8,3.7908,38
1781639386,210.28,8,3.7908,38
1781639387,210.26,6,3.7911,38
1781639388,210.26,6,3.7908,38
1781639389,210.28,8,3.7911,38
1781639390,210.3,0,3.7907,38
1781639391,210.3,0,3.7906,38
1781639392,210.24,4,3.7926,38
1781639393,210.21,1,3.7932,38
1781639394,210.22,2,3.7906,38
1781639395,210.16,6,3.7930,38
1781639396,210.16,6,3.7929,38
1781639397,210.17,7,3.7929,38
1781639398,210.14,4,3.7889,38
1781639399,210.12,2,3.7891,38
1781639400,210.17,7,3.7891,38
1781639401,210.14,4,3.7894,38
1781639402,210.17,7,3.7889,38
1781639403,210.2,0,3.7895,38
1781639404,210.2,0,3.7883,38
1781639405,210.21,1,3.7872,38
1781639406,210.22,2,3.7800,38
1781639407,210.19,9,3.7788,38
1781639408,210.29,9,3.7858,38
1781639409,210.27,7,3.7843,38
1781639410,210.26,6,3.7843,38
1781639411,210.26,6,3.7843,38
1781639412,210.29,9,3.7850,38
1781639413,210.31,1,3.7846,38
1781639414,210.35,5,3.7855,38
1781639415,210.38,8,3.7825,38
1781639416,210.34,4,3.7830,38
1781639417,210.35,5,3.7828,38
1781639418,210.41,1,3.7852,38
1781639419,210.41,1,3.7816,38
1781639420,210.42,2,3.7810,38
1781639421,210.41,1,3.7792,38
1781639422,210.4,0,3.7792,38
1781639423,210.33,3,3.7802,38
1781639424,210.37,7,3.7802,38
